raw_campaign,raw_plan_name,market,brand,concatenate,campaign_clean,campaign_type,campaign_subtype,source_of_truth,status,notes,added_by,added_at
1664 L'Atelier-Zero Soda-Social Promotion-Jun'25,IN-1664 Blanc-2025-06-Campaign-1664 L'Atelier-Zero Soda-Social Promotion-Jun'25,India,1664 Blanc,1664 L'Atelier-Zero Soda-Social Promotion-Jun'25_IN-1664 Blanc-2025-06-Campaign-1664 L'Atelier-Zero Soda-Social Promotion-Jun'25_1664 Blanc_India,1664 L'Atelier-Zero Soda-Social Promotion-Jun'25,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 Latelier SVNH social+fashion-2025,IN-1664-2025-08-Campaign-Carlsberg-1664-SVNH,India,1664 Blanc,1664 Latelier SVNH social+fashion-2025_IN-1664-2025-08-Campaign-Carlsberg-1664-SVNH_1664 Blanc_India,1664 Latelier SVNH social+fashion-2025,Tactical,Fashion,iProspect Carlsberg Global Team,,,,
1664 Masterbrand,SE-1664-2025-01-Campaign-1664 2025 Activity,Sweden,1664 Blanc,1664 Masterbrand_SE-1664-2025-01-Campaign-1664 2025 Activity_1664 Blanc_Sweden,1664 Masterbrand,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664 medieplan 5% Spring 2025 ver3,SE-1664-2025-01-Campaign-1664 2025 Activity,Sweden,1664 Blanc,1664 medieplan 5% Spring 2025 ver3_SE-1664-2025-01-Campaign-1664 2025 Activity_1664 Blanc_Sweden,1664 medieplan 5% spring 2025 ver3,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 OI Campaign,FR-1664-2024-10-CAMPAIGN-OI,France,1664 Blanc,1664 OI Campaign_FR-1664-2024-10-CAMPAIGN-OI_1664 Blanc_France,1664 oi,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664 OPS BLANC JCDC,FR-1664 Other-2024-01-Campaign- 1664 Other WHITE,France,1664 Blanc,1664 OPS BLANC JCDC_FR-1664 Other-2024-01-Campaign- 1664 Other WHITE_1664 Blanc_France,1664 ops blanc jcdc,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664 OPS BLANC JCDC,FR-1664 Other-2024-01-Campaign- 1664 Other WHITE,France,1664 Other,1664 OPS BLANC JCDC_FR-1664 Other-2024-01-Campaign- 1664 Other WHITE_1664 Other_France,1664 ops blanc jcdc,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664 OPS LAGER AMBASSADE,FR-1664 Other-2024-01-Campaign- 1664 Other WHITE,France,1664 Blanc,1664 OPS LAGER AMBASSADE_FR-1664 Other-2024-01-Campaign- 1664 Other WHITE_1664 Blanc_France,1664 ops lager ambassade,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664 OPS LAGER AMBASSADE,FR-1664 Other-2024-01-Campaign- 1664 Other WHITE,France,1664 Other,1664 OPS LAGER AMBASSADE_FR-1664 Other-2024-01-Campaign- 1664 Other WHITE_1664 Other_France,1664 ops lager ambassade,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664 Putra Brand Awards Package,MY-1664-2024-02-Campaign-Putra Brand Awards Carlsberg-CRGR2400096,Malaysia,1664 Blanc,1664 Putra Brand Awards Package_MY-1664-2024-02-Campaign-Putra Brand Awards Carlsberg-CRGR2400096_1664 Blanc_Malaysia,1664 putra brand awards package,Tactical,Event,iProspect Carlsberg Global Team,,,,
1664 RBS w40-42 & 45-47,FI-1664-2025-09-Campaign-Autumn,Finland,1664 Blanc,1664 RBS w40-42 & 45-47_FI-1664-2025-09-Campaign-Autumn_1664 Blanc_Finland,1664 putra brand awards package,Tactical,Event,iProspect Carlsberg Global Team,,,,
1664 Rose Ava,FI-1664-2024-04-Campaign-Rose launch,Finland,1664 Other,1664 Rose Ava_FI-1664-2024-04-Campaign-Rose launch_1664 Other_Finland,1664 rose ava,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose Katsomo,FI-1664-2024-04-Campaign-Rose launch,Finland,1664 Other,1664 Rose Katsomo_FI-1664-2024-04-Campaign-Rose launch_1664 Other_Finland,1664 rose katsomo,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rosé Launch,HU-1664-2025-04-Campaign-Rosé launch,Hungary,1664 Other,1664 Rosé Launch_HU-1664-2025-04-Campaign-Rosé launch_1664 Other_Hungary,Rosé launch,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose Mtv3,FI-1664-2024-04-Campaign-Rose launch,Finland,1664 Other,1664 Rose Mtv3_FI-1664-2024-04-Campaign-Rose launch_1664 Other_Finland,1664 rose mtv3,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose Sub,FI-1664-2024-04-Campaign-Rose launch,Finland,1664 Other,1664 Rose Sub_FI-1664-2024-04-Campaign-Rose launch_1664 Other_Finland,1664 rose sub,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose w31-34 Ava,FI 1664 2024 07 Media campaign Rose Summer,Finland,1664 Other,1664 Rose w31-34 Ava_FI 1664 2024 07 Media campaign Rose Summer_1664 Other_Finland,1664 rose w31 34 ava,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose w31-34 Mtv3,FI 1664 2024 07 Media campaign Rose Summer,Finland,1664 Other,1664 Rose w31-34 Mtv3_FI 1664 2024 07 Media campaign Rose Summer_1664 Other_Finland,1664 rose w31 34 mtv3,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose w31-34 Sanoma,FI 1664 2024 07 Media campaign Rose Summer,Finland,1664 Other,1664 Rose w31-34 Sanoma_FI 1664 2024 07 Media campaign Rose Summer_1664 Other_Finland,1664 rose w31 34 sanoma,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose w31-34 Sub,FI 1664 2024 07 Media campaign Rose Summer,Finland,1664 Other,1664 Rose w31-34 Sub_FI 1664 2024 07 Media campaign Rose Summer_1664 Other_Finland,1664 rose w31 34 sub,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose w31-34 WBD,FI 1664 2024 07 Media campaign Rose Summer,Finland,1664 Other,1664 Rose w31-34 WBD_FI 1664 2024 07 Media campaign Rose Summer_1664 Other_Finland,1664 rose w31 34 wbd,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose w31-35 katsomo,FI 1664 2024 07 Media campaign Rose Summer,Finland,1664 Other,1664 Rose w31-35 katsomo_FI 1664 2024 07 Media campaign Rose Summer_1664 Other_Finland,1664 rose w31 35 katsomo,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 Rose WBD,FI-1664-2024-04-Campaign-Rose launch,Finland,1664 Other,1664 Rose WBD_FI-1664-2024-04-Campaign-Rose launch_1664 Other_Finland,1664 rose wbd,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
1664 SFW Boosting,KR-1664-2025-09-Campaign-1664 Social Boosting,South Korea,1664 Blanc,1664 SFW Boosting_KR-1664-2025-09-Campaign-1664 Social Boosting_1664 Blanc_South Korea,1664 SFW Boosting,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 SMM,UA-1664-2024-05-Campaign-SMM,Ukraine,1664 Blanc,1664 SMM_UA-1664-2024-05-Campaign-SMM_1664 Blanc_Ukraine,1664 smm,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664 SMM,UA-1664-2025-05-Campaign-1664 SMM,Ukraine,1664 Other,1664 SMM_UA-1664-2025-05-Campaign-1664 SMM_1664 Other_Ukraine,1664 Social Media,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 sommar,SE-1664-2025-01-Campaign-1664 2025 Activity,Sweden,1664 Blanc,1664 sommar_SE-1664-2025-01-Campaign-1664 2025 Activity_1664 Blanc_Sweden,Summer 1664,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 Somplo,UA-1664-2025-02-Campaign-1664 Other,Ukraine,1664 Blanc,1664 Somplo_UA-1664-2025-02-Campaign-1664 Other_1664 Blanc_Ukraine,1664 Somplo,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664 Somplo,UA-1664-2025-02-Campaign-1664 Other,Ukraine,1664 Other,1664 Somplo_UA-1664-2025-02-Campaign-1664 Other_1664 Other_Ukraine,1664 Somplo,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664 Summer,FI-1664-2025-05-Campaign-Summer,Finland,1664 Blanc,1664 Summer_FI-1664-2025-05-Campaign-Summer_1664 Blanc_Finland,1664 summer,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 Vår & Höst,SE-1664-2025-01-Campaign-1664 2025 Activity,Sweden,1664 Blanc,1664 Vår & Höst_SE-1664-2025-01-Campaign-1664 2025 Activity_1664 Blanc_Sweden,1664 vår & höst,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 w22-26 Ava,FI-1664-2024-05-Campaign-Brand summer,Finland,1664 Blanc,1664 w22-26 Ava_FI-1664-2024-05-Campaign-Brand summer_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w22-26 Mtv3,FI-1664-2024-05-Campaign-Brand summer,Finland,1664 Blanc,1664 w22-26 Mtv3_FI-1664-2024-05-Campaign-Brand summer_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w22-26 Sub,FI-1664-2024-05-Campaign-Brand summer,Finland,1664 Blanc,1664 w22-26 Sub_FI-1664-2024-05-Campaign-Brand summer_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w22-26 WBD,FI-1664-2024-05-Campaign-Brand summer,Finland,1664 Blanc,1664 w22-26 WBD_FI-1664-2024-05-Campaign-Brand summer_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w22-27 Finnkino,FI-1664-2024-05-Campaign-Brand summer,Finland,1664 Blanc,1664 w22-27 Finnkino_FI-1664-2024-05-Campaign-Brand summer_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w22-27 Katsomo,FI-1664-2024-05-Campaign-Brand summer,Finland,1664 Blanc,1664 w22-27 Katsomo_FI-1664-2024-05-Campaign-Brand summer_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w40-42 & 45-47,FI-1664-2025-09-Campaign-Autumn,Finland,1664 Blanc,1664 w40-42 & 45-47_FI-1664-2025-09-Campaign-Autumn_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 w40-47,FI-1664-2025-09-Campaign-Autumn,Finland,1664 Blanc,1664 w40-47_FI-1664-2025-09-Campaign-Autumn_1664 Blanc_Finland,1664 Continuity,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664 X CLOT CERAMIC TUMBLER_CPAS,MY-1664 Blanc-2025-06-Campaign-Ecomm | 1664 [June-July 2025]-Campaign-1664 x CLOT CERAMIC TUMBLER-2025_CPAS (Digital)-MY04-ECOM2500470,Malaysia,1664 Blanc,1664 X CLOT CERAMIC TUMBLER_CPAS_MY-1664 Blanc-2025-06-Campaign-Ecomm | 1664 [June-July 2025]-Campaign-1664 x CLOT CERAMIC TUMBLER-2025_CPAS (Digital)-MY04-ECOM2500470_1664 Blanc_Malaysia,Clot Cderamic Tumbler CPA,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664 x CLOT July Sustenance,SG-1664-2025-07-CAMPAIGN-1664 x CLOT July Sustenance 2025,Singapore,1664 Blanc,1664 x CLOT July Sustenance_SG-1664-2025-07-CAMPAIGN-1664 x CLOT July Sustenance 2025_1664 Blanc_Singapore,Clot July Sustenance,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664 x GastroBeats,SG-1664-2025-06-CAMPAIGN-1664 x GastroBeats 2025,Singapore,1664 Blanc,1664 x GastroBeats_SG-1664-2025-06-CAMPAIGN-1664 x GastroBeats 2025_1664 Blanc_Singapore,1664 x GastroBeats,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664 YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2,MY-1664-2024-12-Campaign- YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2 (Event SP)- 2400979,Malaysia,1664 Blanc,1664 YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2_MY-1664-2024-12-Campaign- YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2 (Event SP)- 2400979_1664 Blanc_Malaysia,RYG MCE Event Sponsorship,Tactical,Event,iProspect Carlsberg Global Team,,,,
1664 YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2,MY-1664-2024-12-Campaign- YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2 (Event SP)- 2400979,Malaysia,1664 Other,1664 YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2_MY-1664-2024-12-Campaign- YE RYG MCE L’OFFICIEL - EXCLUSIVE EVENT SPONSORHIP 2 (Event SP)- 2400979_1664 Other_Malaysia,RYG MCE Event Sponsorship,Tactical,Event,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (CONTENT),MY-1664-2024-10-14(OCT-DEC)-CAMPAIGN-CPs-YEAR-END-MY04-KRNB2400746,Malaysia,1664 Blanc,1664 YE_RYG_MCE (CONTENT)_MY-1664-2024-10-14(OCT-DEC)-CAMPAIGN-CPs-YEAR-END-MY04-KRNB2400746_1664 Blanc_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (CONTENT),MY-1664-2024-10-14(OCT-DEC)-CAMPAIGN-CPs-YEAR-END-MY04-KRNB2400746,Malaysia,1664 Other,1664 YE_RYG_MCE (CONTENT)_MY-1664-2024-10-14(OCT-DEC)-CAMPAIGN-CPs-YEAR-END-MY04-KRNB2400746_1664 Other_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (FB -TOPUP),MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (FB -TOPUP) (Digital)- 2400900,Malaysia,1664 Blanc,1664 YE_RYG_MCE (FB -TOPUP)_MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (FB -TOPUP) (Digital)- 2400900_1664 Blanc_Malaysia,RYG MCE,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (FB -TOPUP),MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (FB -TOPUP) (Digital)- 2400900,Malaysia,1664 Other,1664 YE_RYG_MCE (FB -TOPUP)_MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (FB -TOPUP) (Digital)- 2400900_1664 Other_Malaysia,RYG MCE,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (FB & SOCIAL),MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-FB&SOCIAL-YEAR-END-MY04-KRNB2400744,Malaysia,1664 Blanc,1664 YE_RYG_MCE (FB & SOCIAL)_MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-FB&SOCIAL-YEAR-END-MY04-KRNB2400744_1664 Blanc_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (FB & SOCIAL),MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-FB&SOCIAL-YEAR-END-MY04-KRNB2400744,Malaysia,1664 Other,1664 YE_RYG_MCE (FB & SOCIAL)_MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-FB&SOCIAL-YEAR-END-MY04-KRNB2400744_1664 Other_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (KOL REEL),MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (KOL REEL) (Digital)- 2400908,Malaysia,1664 Blanc,1664 YE_RYG_MCE (KOL REEL)_MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (KOL REEL) (Digital)- 2400908_1664 Blanc_Malaysia,RYG MCE,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (KOL REEL),MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (KOL REEL) (Digital)- 2400908,Malaysia,1664 Other,1664 YE_RYG_MCE (KOL REEL)_MY-1664 Other-2024-11-Campaign-YE_RYG_MCE (KOL REEL) (Digital)- 2400908_1664 Other_Malaysia,RYG MCE,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (PROGRAMMATIC),MY-1664-2024-11-08(OCT-DEC)-CAMPAIGN-PROGRAMMATIC-YEAR-END-MY04-KRNB2400745,Malaysia,1664 Blanc,1664 YE_RYG_MCE (PROGRAMMATIC)_MY-1664-2024-11-08(OCT-DEC)-CAMPAIGN-PROGRAMMATIC-YEAR-END-MY04-KRNB2400745_1664 Blanc_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE (PROGRAMMATIC),MY-1664-2024-11-08(OCT-DEC)-CAMPAIGN-PROGRAMMATIC-YEAR-END-MY04-KRNB2400745,Malaysia,1664 Other,1664 YE_RYG_MCE (PROGRAMMATIC)_MY-1664-2024-11-08(OCT-DEC)-CAMPAIGN-PROGRAMMATIC-YEAR-END-MY04-KRNB2400745_1664 Other_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE DOOH,MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-DOOH-YEAR-END-MY04-KRNB2400743,Malaysia,1664 Blanc,1664 YE_RYG_MCE DOOH_MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-DOOH-YEAR-END-MY04-KRNB2400743_1664 Blanc_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE DOOH,MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-DOOH-YEAR-END-MY04-KRNB2400743,Malaysia,1664 Other,1664 YE_RYG_MCE DOOH_MY-1664-2024-10-09(OCT-DEC)-CAMPAIGN-DOOH-YEAR-END-MY04-KRNB2400743_1664 Other_Malaysia,Year End,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE DOOH2,MY-1664-2024-12-Campaign- YE_RYG_MCE DOOH2 (OOH)- 2400956,Malaysia,1664 Blanc,1664 YE_RYG_MCE DOOH2_MY-1664-2024-12-Campaign- YE_RYG_MCE DOOH2 (OOH)- 2400956_1664 Blanc_Malaysia,RYG MCE,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE DOOH2,MY-1664-2024-12-Campaign- YE_RYG_MCE DOOH2 (OOH)- 2400956,Malaysia,1664 Other,1664 YE_RYG_MCE DOOH2_MY-1664-2024-12-Campaign- YE_RYG_MCE DOOH2 (OOH)- 2400956_1664 Other_Malaysia,RYG MCE,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE SPONSORSHIP,MY-1664-2024-12-Campaign- YE_RYG_MCE SPONSORSHIP (Event SP)- 2400955,Malaysia,1664 Blanc,1664 YE_RYG_MCE SPONSORSHIP_MY-1664-2024-12-Campaign- YE_RYG_MCE SPONSORSHIP (Event SP)- 2400955_1664 Blanc_Malaysia,RYG MCE Event Sponsorship,Tactical,Event,iProspect Carlsberg Global Team,,,,
1664 YE_RYG_MCE SPONSORSHIP,MY-1664-2024-12-Campaign- YE_RYG_MCE SPONSORSHIP (Event SP)- 2400955,Malaysia,1664 Other,1664 YE_RYG_MCE SPONSORSHIP_MY-1664-2024-12-Campaign- YE_RYG_MCE SPONSORSHIP (Event SP)- 2400955_1664 Other_Malaysia,RYG MCE Event Sponsorship,Tactical,Event,iProspect Carlsberg Global Team,,,,
1664_ OUT OF HOME_2025,FR-1664 Other-2025-01-Campaign-1664 Mix Beer_GENERIQUE,France,1664 Other,1664_ OUT OF HOME_2025_FR-1664 Other-2025-01-Campaign-1664 Mix Beer_GENERIQUE_1664 Other_France,OOH 2025,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664_Lager_Youtube,FR-1664-2025-01-Campaign-1664 LAGER GENERIQUE,France,1664 Blanc,1664_Lager_Youtube_FR-1664-2025-01-Campaign-1664 LAGER GENERIQUE_1664 Blanc_France,1664_Lager_Youtube,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
1664_Radio,FR-1664 Other-2025-01-Campaign-1664 Mix Beer_GENERIQUE,France,1664 Other,1664_Radio_FR-1664 Other-2025-01-Campaign-1664 Mix Beer_GENERIQUE_1664 Other_France,Radio Lager,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664-Ecom CPAS Burst 2,MY-1664-E-COMM-2024-09-Campaign-CPAS-BURST 2-MY04-ECOM2400669,Malaysia,1664 Blanc,1664-Ecom CPAS Burst 2_MY-1664-E-COMM-2024-09-Campaign-CPAS-BURST 2-MY04-ECOM2400669_1664 Blanc_Malaysia,eCommerce CPA,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664-Ecom CPAS Burst 2,MY-1664-E-COMM-2024-09-Campaign-CPAS-BURST 2-MY04-ECOM2400669,Malaysia,1664 Other,1664-Ecom CPAS Burst 2_MY-1664-E-COMM-2024-09-Campaign-CPAS-BURST 2-MY04-ECOM2400669_1664 Other_Malaysia,eCommerce CPA,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664BlanAON,bg-1664-2025-02-campaign-AON,Bulgaria,1664 Blanc,1664BlanAON_bg-1664-2025-02-campaign-AON_1664 Blanc_Bulgaria,1664blanaon,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664Blanc Apres Ski,PL-1664 -2024-01-Campaign-1664Blanc Apres Ski,Poland,1664 Blanc,1664Blanc Apres Ski_PL-1664 -2024-01-Campaign-1664Blanc Apres Ski_1664 Blanc_Poland,1664blanc apres ski,Tactical,Other,iProspect Carlsberg Global Team,,,,
1664Blanc Biedronka 05-06,PL-1664-2024-05-Campaign-1664Blanc Biedronka,Poland,1664 Blanc,1664Blanc Biedronka 05-06_PL-1664-2024-05-Campaign-1664Blanc Biedronka_1664 Blanc_Poland,1664blanc biedronka 05 06,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664Blanc Biedronka 06-07,PL-1664-2024-06-Campaign-1664Blanc Biedronka 06-07,Poland,1664 Blanc,1664Blanc Biedronka 06-07_PL-1664-2024-06-Campaign-1664Blanc Biedronka 06-07_1664 Blanc_Poland,1664blanc biedronka 06 07,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664Blanc Biedronka 07,PL-1664-2024-07-Campaign-1664Blanc Biedronka 07,Poland,1664 Blanc,1664Blanc Biedronka 07_PL-1664-2024-07-Campaign-1664Blanc Biedronka 07_1664 Blanc_Poland,1664blanc biedronka 07,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664Blanc Equity Digital 07,PL-1664-2025-07-Campaign-1664Blanc Equity Digital 07,Poland,1664 Blanc,1664Blanc Equity Digital 07_PL-1664-2025-07-Campaign-1664Blanc Equity Digital 07_1664 Blanc_Poland,Blanc Equity digital,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664Blanc Equity online 05-06,PL-1664-2024-05-Campaign-1664Blanc Equity online,Poland,1664 Blanc,1664Blanc Equity online 05-06_PL-1664-2024-05-Campaign-1664Blanc Equity online_1664 Blanc_Poland,1664blanc equity online 05 06,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664Blanc Equity VOD,PL-1664-2024-09-Campaign-1664Blanc Equity VOD,Poland,1664 Blanc,1664Blanc Equity VOD_PL-1664-2024-09-Campaign-1664Blanc Equity VOD_1664 Blanc_Poland,1664blanc equity vod,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664Blanc Equity VOD,PL-1664-2024-10-Campaign-1664Blanc Equity VOD,Poland,1664 Blanc,1664Blanc Equity VOD_PL-1664-2024-10-Campaign-1664Blanc Equity VOD_1664 Blanc_Poland,1664blanc equity vod,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664Blanc Equity VOD,PL-1664-2024-11-Campaign-1664Blanc Equity VOD,Poland,1664 Blanc,1664Blanc Equity VOD_PL-1664-2024-11-Campaign-1664Blanc Equity VOD_1664 Blanc_Poland,1664blanc equity vod,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664Blanc Karma contest paid social,PL-1664-2024-08-Campaign-1664Blanc Karma contest paid social,Poland,1664 Blanc,1664Blanc Karma contest paid social_PL-1664-2024-08-Campaign-1664Blanc Karma contest paid social_1664 Blanc_Poland,1664blanc karma contest paid social,Tactical,Contest,iProspect Carlsberg Global Team,,,,
1664Blanc OOH 04,PL-1664-2024-04-Campaign-1664Blanc OOH 04,Poland,1664 Blanc,1664Blanc OOH 04_PL-1664-2024-04-Campaign-1664Blanc OOH 04_1664 Blanc_Poland,1664blanc ooh 04,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664Blanc OOH 05,PL-1664-2024-04-Campaign-1664Blanc OOH 05,Poland,1664 Blanc,1664Blanc OOH 05_PL-1664-2024-04-Campaign-1664Blanc OOH 05_1664 Blanc_Poland,1664blanc ooh 05,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664Blanc OOH 07-08,PL-1664-2024-07-Campaign-1664Blanc OOH 07-08,Poland,1664 Blanc,1664Blanc OOH 07-08_PL-1664-2024-07-Campaign-1664Blanc OOH 07-08_1664 Blanc_Poland,1664blanc ooh 07 08,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
1664Blanc paid social 02-03,PL-1664-2024-02-Campaign-1664Blanc paid social,Poland,1664 Blanc,1664Blanc paid social 02-03_PL-1664-2024-02-Campaign-1664Blanc paid social_1664 Blanc_Poland,1664blanc paid social 02 03,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664Blanc paid social 05-07,PL-1664-2024-05-Campaign-1664Blanc paid social,Poland,1664 Blanc,1664Blanc paid social 05-07_PL-1664-2024-05-Campaign-1664Blanc paid social_1664 Blanc_Poland,1664blanc paid social 05 07,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664Blanc Paid Social 05-08,PL-1664-2025-05-Campaign-1664 Blanc Paid Social,Poland,1664 Blanc,1664Blanc Paid Social 05-08_PL-1664-2025-05-Campaign-1664 Blanc Paid Social_1664 Blanc_Poland,1664blanc paid social 05 08,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
1664Blanc paid social 08-09,PL-1664-2024-08-Campaign-1664Blanc paid social,Poland,1664 Blanc,1664Blanc paid social 08-09_PL-1664-2024-08-Campaign-1664Blanc paid social_1664 Blanc_Poland,1664blanc paid social 08 09,Continuity,Always On,iProspect Carlsberg Global Team,,,,
1664Blanc Salt Wave contest paid social,PL-1664-2024-07-Campaign-1664Blanc Salt Wave contest paid social,Poland,1664 Blanc,1664Blanc Salt Wave contest paid social_PL-1664-2024-07-Campaign-1664Blanc Salt Wave contest paid social_1664 Blanc_Poland,1664blanc salt wave contest paid social,Tactical,Contest,iProspect Carlsberg Global Team,,,,
